Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11
0.65,0.9973,3.2,90.0,0.52,0.112,9.2,12.0,8.4,2.1,0.6
0.5,0.99692,3.33,39.0,0.83,0.088,11.1,21.0,8.9,2.2,0.21
0.28,0.99354,3.25,12.0,0.55,0.067,12.3,7.0,8.9,1.7,0.45
0.57,0.99592,3.3,27.0,0.59,0.089,10.4,14.0,7.5,2.6,0.08
0.66,0.99733,3.13,113.0,0.48,0.097,9.2,23.0,8.5,2.1,0.2
0.87,0.99656,3.25,31.0,0.5,0.084,9.8,10.0,8.1,2.2,0.0
0.39,0.9922,3.12,149.0,0.5,0.07,11.5,23.0,6.6,1.7,0.49
0.48,0.99529,3.12,64.0,0.49,0.074,9.6,40.0,6.8,1.8,0.08
0.56,0.9958,3.13,44.0,0.52,0.105,11.0,16.0,8.4,2.1,0.08
0.27,0.9956,3.22,33.0,0.66,0.072,12.8,15.0,10.3,2.1,0.24
0.58,0.99719,3.33,9.0,0.57,0.114,10.3,3.0,7.2,2.1,0.54
0.58,0.9973,3.22,114.0,0.54,0.066,9.4,21.0,8.0,3.2,0.28
0.855,0.99627,3.54,23.0,0.6,0.062,11.0,15.0,6.6,2.4,0.02
0.44,0.9957,3.32,53.0,0.62,0.076,9.3,22.0,6.6,2.1,0.15
0.37,0.9947,3.23,28.0,0.73,0.062,11.3,15.0,7.2,2.0,0.32
0.43,0.9994,3.19,12.0,0.63,0.214,9.5,5.0,10.3,2.4,0.44
0.705,0.99631,3.6,28.0,0.66,0.081,10.2,13.0,6.1,2.8,0.1
0.42,0.9917,3.72,50.0,0.74,0.06,14.0,19.0,5.0,2.0,0.24
0.64,0.99538,3.44,33.0,0.63,0.123,11.3,15.0,6.8,2.7,0.0
0.63,0.9988,3.28,65.0,0.58,0.097,9.6,29.0,9.2,2.7,0.21
0.32,0.9985,3.22,37.0,0.78,0.063,10.0,16.0,10.8,1.6,0.44
0.53,0.9978,3.05,14.0,0.74,0.121,11.5,6.0,11.6,3.65,0.66
0.36,0.99534,3.4,44.0,0.85,0.074,11.0,24.0,7.2,2.1,0.46
0.58,0.99562,3.45,11.0,0.58,0.064,11.3,7.0,7.4,2.0,0.0
0.59,0.999,3.28,73.0,0.7,0.09,9.5,35.0,10.3,2.8,0.42
0.38,0.99624,3.27,71.0,0.85,0.08,11.0,24.0,8.2,2.5,0.32
0.43,0.99708,3.28,22.0,0.55,0.085,9.5,9.0,9.3,1.9,0.44
0.6,0.99639,3.38,13.0,0.56,0.055,10.8,7.0,7.7,2.6,0.0
0.695,0.9992,3.17,21.0,0.84,0.128,12.2,7.0,11.9,3.4,0.53
0.26,0.9976,3.18,24.0,1.04,0.078,10.9,6.0,10.5,1.9,0.47
0.915,0.99346,3.68,78.0,0.73,0.041,11.4,17.0,5.6,2.1,0.0
0.41,0.9956,3.37,47.0,0.62,0.066,10.4,18.0,7.4,1.8,0.24
0.37,0.9974,3.57,49.0,0.62,0.074,9.8,21.0,6.4,1.9,0.25
0.45,0.9969,3.13,6.0,0.63,0.075,10.4,3.0,12.2,1.4,0.49
0.43,0.9986,2.89,32.0,0.5,0.106,9.6,8.0,10.7,2.2,0.39
0.53,0.99655,3.3,144.0,0.6,0.08,9.5,24.0,7.8,2.4,0.33
0.775,0.9959,3.23,86.0,0.59,0.092,9.5,8.0,7.7,1.9,0.42
0.61,0.99376,3.56,24.0,0.77,0.071,11.1,16.0,5.9,2.1,0.08
0.63,0.99616,3.26,91.0,0.58,0.083,9.8,17.0,7.5,2.0,0.27
0.6,0.99514,3.4,37.0,0.61,0.079,10.9,24.0,7.1,2.3,0.01
0.64,0.99496,3.52,17.0,0.78,0.066,10.6,9.0,6.0,1.9,0.05
0.37,1.0004,3.22,38.0,0.6,0.066,13.0,7.0,12.0,4.2,0.76
0.38,0.99084,3.7,60.0,0.75,0.048,14.0,26.0,5.0,1.6,0.01
0.95,0.9959,3.2,20.0,0.56,0.09,9.6,7.0,7.6,2.0,0.03
0.5,0.9959,3.31,22.0,0.56,0.075,10.4,8.0,7.8,1.9,0.3
0.58,0.99467,3.58,50.0,0.67,0.075,12.5,15.0,6.0,2.4,0.2
0.39,0.9994,3.1,35.0,0.61,0.095,10.8,17.0,11.9,2.8,0.69
0.6,0.9994,3.15,41.0,0.63,0.085,10.5,10.0,11.4,2.7,0.49
0.64,0.99689,3.59,31.0,0.66,0.081,9.8,14.0,6.4,1.8,0.21
0.3,0.9994,3.2,28.0,0.77,0.095,10.8,9.0,12.8,2.6,0.74
0.43,0.99788,3.36,34.0,0.61,0.079,10.5,7.0,8.3,3.4,0.3
0.62,0.9978,3.48,24.0,0.53,0.076,9.0,8.0,7.0,1.8,0.08
0.28,0.99828,3.39,22.0,0.68,0.104,10.6,10.0,8.2,3.0,0.6
0.725,0.99685,3.35,62.0,0.56,0.083,10.0,10.0,8.0,2.8,0.24
0.62,0.9964,3.15,108.0,0.66,0.084,9.8,11.0,8.4,2.2,0.09
0.58,0.99686,3.21,94.0,0.58,0.076,9.5,23.0,7.9,2.3,0.23
0.68,0.99888,3.31,44.0,0.55,0.093,9.5,11.0,9.1,2.8,0.11
0.49,0.9972,2.93,133.0,1.98,0.11,9.8,19.0,8.6,2.0,0.29
0.58,0.99484,3.5,31.0,0.64,0.059,10.2,20.0,5.4,1.9,0.08
0.57,0.99669,3.32,73.0,0.48,0.07,9.2,27.0,6.4,3.9,0.14
0.59,0.9962,3.41,18.0,0.59,0.06,10.8,11.0,6.8,6.0,0.06
0.53,0.99702,3.26,12.0,0.86,0.165,9.2,4.0,7.4,1.9,0.12
0.31,0.99677,3.39,92.0,0.48,0.074,10.5,23.0,5.6,13.9,0.78
0.43,0.99634,3.49,51.0,0.64,0.082,10.4,27.0,7.1,1.8,0.17
0.38,0.9982,3.19,49.0,0.7,0.096,10.0,16.0,9.6,2.5,0.31
0.32,0.9957,3.17,19.0,0.55,0.088,10.4,12.0,8.9,2.0,0.31
0.305,0.99331,3.29,11.0,0.52,0.059,11.5,7.0,7.3,1.2,0.39
0.66,0.9993,3.06,53.0,0.72,0.085,11.0,16.0,11.2,2.5,0.24
0.56,0.9968,3.11,56.0,1.28,0.368,9.3,16.0,8.1,1.7,0.28
0.52,0.99774,3.22,13.0,0.76,0.08,11.4,6.0,10.4,2.0,0.45
0.39,0.99478,3.2,50.0,0.83,0.044,10.9,25.0,9.0,1.3,0.4
0.38,0.99604,3.13,10.0,0.58,0.103,11.9,6.0,9.0,2.4,0.41
0.585,0.99264,3.56,86.0,0.94,0.044,12.9,14.0,5.1,1.7,0.0
0.45,0.9982,3.37,50.0,0.91,0.086,9.9,21.0,8.6,2.6,0.31
0.29,0.99516,3.26,27.0,0.84,0.063,11.7,13.0,9.1,2.05,0.33
0.9,0.99467,3.5,17.0,0.63,0.052,10.9,9.0,6.5,1.6,0.0
0.28,0.99501,3.36,68.0,0.66,0.081,11.2,28.0,8.0,1.8,0.44
0.7,0.99701,3.31,19.0,0.53,0.069,10.0,8.0,8.8,1.7,0.0
0.96,0.9936,3.5,16.0,0.44,0.082,11.9,5.0,6.6,1.8,0.0
0.59,0.99584,3.28,104.0,0.52,0.08,9.9,17.0,7.3,2.0,0.26
0.625,0.9972,3.16,119.0,1.12,0.08,9.1,27.0,8.3,1.5,0.2
0.39,0.9972,3.34,67.0,0.55,0.082,9.2,14.0,7.4,2.0,0.48
0.52,0.9971,3.36,53.0,0.57,0.067,9.1,12.0,7.6,3.0,0.12
0.5,0.9937,3.63,99.0,0.63,0.049,13.0,17.0,5.6,2.3,0.09
0.63,0.99712,3.4,30.0,0.75,0.078,9.8,18.0,6.9,1.9,0.02
0.53,0.99585,3.3,19.0,0.86,0.039,12.4,5.0,9.7,2.0,0.6
0.43,0.9973,3.42,129.0,0.72,0.07,10.5,29.0,7.1,5.5,0.42
0.77,0.99892,3.2,92.0,0.58,0.098,9.2,30.0,7.5,8.1,0.2
0.755,0.99672,3.34,12.0,0.49,0.084,9.7,6.0,7.5,1.9,0.0
0.36,0.99642,3.2,8.0,0.53,0.123,11.9,3.0,11.3,2.4,0.66
0.37,0.99935,3.22,65.0,0.78,0.071,10.1,17.0,10.9,4.0,0.58
0.39,1.0001,3.13,101.0,0.51,0.095,9.5,21.0,11.1,2.7,0.54
0.725,0.9962,3.41,11.0,0.39,0.086,10.9,4.0,7.2,4.65,0.05
0.49,0.9959,3.42,30.0,0.58,0.074,10.2,12.0,6.9,2.3,0.1
0.53,0.9951,3.29,24.0,0.66,0.071,10.8,15.0,7.1,1.7,0.07
0.41,0.99786,3.14,94.0,0.58,0.104,9.1,29.0,7.5,3.7,0.15
0.63,0.9961,3.19,96.0,0.62,0.1,9.5,14.0,7.8,1.7,0.48
0.4,0.9943,3.2,46.0,0.6,0.068,12.2,29.0,9.0,2.4,0.43
0.56,0.99629,3.34,42.0,0.59,0.077,9.2,25.0,7.0,1.6,0.13
0.58,0.99683,3.4,54.0,0.73,0.08,9.7,40.0,6.9,1.9,0.01
0.36,0.99534,3.4,44.0,0.85,0.074,11.0,24.0,7.2,2.1,0.46
0.34,0.99576,3.44,52.0,0.58,0.071,10.1,30.0,7.2,2.0,0.24
0.38,0.99514,3.44,25.0,0.65,0.038,11.1,15.0,6.4,2.2,0.14
0.12,0.99552,3.41,21.0,0.76,0.075,11.9,10.0,8.9,1.8,0.45
0.645,0.9969,3.37,57.0,0.46,0.086,10.3,14.0,7.6,1.9,0.03
0.61,0.99494,3.1,60.0,0.4,0.076,9.3,36.0,7.5,1.7,0.2
0.815,0.99621,3.38,90.0,0.62,0.074,10.8,48.0,7.8,2.6,0.01
0.38,0.9972,3.32,84.0,0.7,0.073,9.6,22.0,7.5,2.6,0.48
0.54,0.99236,3.3,89.0,0.5,0.05,10.55,38.0,6.0,1.8,0.06
0.635,0.99638,3.29,60.0,0.75,0.073,10.9,25.0,8.2,2.1,0.1
0.66,0.99378,3.71,11.0,0.63,0.087,12.8,3.0,5.6,2.2,0.0
0.54,0.9982,3.08,110.0,0.61,0.094,9.2,41.0,9.0,2.9,0.49
0.49,0.99388,3.35,25.0,0.63,0.071,12.0,14.0,7.4,2.1,0.27
0.32,0.99633,3.42,58.0,0.97,0.071,10.6,23.0,6.1,2.3,0.25
0.22,0.999,3.41,28.0,0.87,0.078,10.3,1.0,9.1,2.1,0.24
0.54,0.99479,3.43,16.0,0.59,0.081,11.5,10.0,7.0,2.0,0.09
0.25,0.99666,3.4,49.0,0.76,0.054,10.9,19.0,7.4,2.2,0.29
0.59,0.99472,3.52,13.0,0.56,0.056,11.4,5.0,6.1,2.1,0.01
0.6,0.9975,3.42,15.0,0.6,0.086,10.8,3.0,7.8,2.4,0.14
0.39,0.99859,3.29,39.0,0.81,0.069,10.9,18.0,9.5,8.9,0.41
0.91,0.99592,3.53,11.0,0.64,0.06,10.9,4.0,6.8,2.0,0.06
0.4,0.99727,3.31,45.0,0.91,0.157,9.5,2.0,7.9,1.8,0.3
0.31,0.99536,3.22,26.0,0.78,0.194,12.0,14.0,8.4,3.1,0.29
0.58,0.99633,3.32,69.0,0.7,0.085,11.0,12.0,7.0,4.8,0.28
0.5,0.99545,3.36,49.0,0.79,0.075,9.5,16.0,6.8,1.5,0.11
0.44,0.9963,3.23,19.0,0.63,0.077,11.6,11.0,10.0,2.7,0.49
0.735,0.99538,3.51,14.0,0.71,0.071,11.7,10.0,7.6,2.5,0.02
0.39,0.99581,3.09,25.0,0.43,0.075,9.7,6.0,8.4,1.7,0.1
0.43,0.9966,3.17,37.0,0.91,0.106,9.5,10.0,7.9,1.6,0.21
0.83,0.9981,3.16,70.0,0.52,0.086,9.9,26.0,10.6,2.6,0.37
0.24,0.9977,3.18,20.0,1.06,0.075,11.0,6.0,10.4,1.8,0.49
0.75,0.9955,3.55,32.0,0.61,0.078,12.8,17.0,6.7,2.4,0.01
0.64,0.99545,3.36,31.0,0.58,0.075,10.4,14.0,6.8,2.3,0.03
0.19,0.994,3.29,30.0,0.69,0.057,11.2,18.0,7.9,1.6,0.42
0.35,0.9973,3.35,37.0,0.86,0.078,12.8,15.0,7.9,3.6,0.46
0.76,0.99652,2.9,64.0,1.33,0.414,9.1,18.0,9.1,1.7,0.68
0.41,0.9964,3.32,43.0,0.57,0.087,10.5,21.0,7.6,3.0,0.14
0.38,0.99605,3.36,12.0,0.55,0.106,11.4,5.0,7.5,2.3,0.57
0.58,0.99557,3.62,13.0,0.62,0.096,11.5,3.0,6.5,2.2,0.0
0.33,0.99542,3.35,12.0,0.61,0.042,10.7,6.0,8.1,1.5,0.44
0.41,0.99728,3.16,37.0,0.67,0.11,10.8,11.0,10.2,2.2,0.43
0.73,0.9967,3.26,102.0,0.59,0.108,9.3,18.0,7.3,1.9,0.24
1.24,0.998,3.15,151.0,0.53,0.079,9.5,32.0,9.8,2.0,0.34
0.42,0.99649,3.27,16.0,0.74,0.074,12.3,5.0,9.7,2.1,0.46
0.785,0.9966,3.52,30.0,0.55,0.104,10.7,14.0,6.8,2.4,0.0
0.47,0.99182,3.54,89.0,0.88,0.048,13.5666666666667,16.0,5.3,2.2,0.11
0.76,0.997,3.26,54.0,0.65,0.092,9.8,15.0,7.8,2.3,0.04
0.38,0.9976,3.3,17.0,1.05,0.157,9.4,5.0,8.1,1.8,0.48
0.545,0.996,3.34,35.0,0.61,0.068,11.6,11.0,7.8,2.5,0.12
0.37,0.99576,3.3,15.0,0.8,0.064,11.2,4.0,9.1,2.1,0.32
0.61,0.99641,3.25,108.0,0.51,0.082,9.4,26.0,7.2,4.0,0.08
0.51,0.99538,3.36,31.0,0.54,0.084,10.5,13.0,7.5,1.7,0.02
0.59,0.99801,3.15,119.0,0.5,0.109,9.1,31.0,8.4,2.6,0.29
0.78,0.99623,3.0,66.0,1.17,0.415,9.2,12.0,8.7,1.7,0.51
0.26,0.9974,3.21,27.0,0.8,0.08,9.4,11.0,8.3,2.0,0.42
0.68,0.9969,3.48,22.0,0.5,0.073,9.3,12.0,7.1,2.2,0.0
0.35,0.9947,3.36,26.0,0.6,0.068,11.9,9.0,7.4,2.4,0.33
0.31,0.99672,3.24,28.0,0.83,0.075,11.2,9.0,10.1,1.6,0.35
0.4,1.0,3.03,54.0,0.66,0.092,10.2,15.0,12.1,2.0,0.52
0.42,0.9979,3.31,60.0,0.7,0.094,10.8,24.0,8.3,2.5,0.38
0.63,0.9974,3.09,33.0,0.57,0.077,9.4,6.0,9.9,2.4,0.24
0.575,0.9967,3.29,65.0,0.51,0.077,9.2,12.0,8.1,2.1,0.22
0.58,0.9984,3.17,63.0,0.62,0.096,9.1,14.0,8.3,2.9,0.13
0.51,0.9973,3.09,15.0,0.66,0.107,11.8,6.0,10.5,2.4,0.64
0.655,1.001,3.31,151.0,1.14,0.122,9.3,34.0,8.5,6.1,0.49
0.635,0.9971,3.0,62.0,1.09,0.263,9.3,5.0,8.9,1.7,0.37
0.46,0.998,3.33,58.0,0.54,0.078,9.8,32.0,8.5,2.25,0.31
0.32,0.99734,3.28,44.0,0.77,0.132,11.5,17.0,10.9,1.8,0.52
0.59,0.99499,3.1,60.0,0.42,0.082,9.2,43.0,7.5,1.8,0.22
0.34,0.9978,3.3,57.0,0.47,0.08,9.0,12.0,8.2,2.5,0.38
0.6,0.99191,3.45,18.0,0.56,0.063,12.2,11.0,5.7,1.4,0.0
0.5,0.9978,3.34,14.0,0.52,0.103,10.0,6.0,9.9,2.3,0.24
0.4,0.9991,3.38,47.0,0.77,0.087,10.5,10.0,8.9,5.6,0.32
0.51,0.99574,3.42,40.0,0.75,0.076,11.0,29.0,6.3,2.3,0.13
0.69,0.99162,3.47,12.0,0.53,0.055,12.9,7.0,6.4,1.65,0.0
0.5,0.9958,3.35,49.0,0.78,0.085,9.5,19.0,6.9,1.5,0.04
0.66,0.9976,3.46,45.0,0.54,0.086,9.5,17.0,7.1,3.9,0.0
0.63,0.9967,3.32,27.0,0.54,0.076,9.5,15.0,7.7,1.9,0.08
0.47,0.99518,3.16,38.0,0.85,0.058,11.1,18.0,8.5,1.9,0.27
0.44,0.9981,3.24,28.0,0.65,0.063,10.8,9.0,9.8,2.5,0.47
0.5,0.99647,3.46,26.0,0.47,0.092,10.0,13.0,6.0,2.2,0.04
0.5,0.9955,3.39,14.0,0.64,0.068,9.4,6.0,6.6,2.1,0.04
0.42,1.001,3.2,98.0,0.95,0.105,9.2,33.0,11.6,3.3,0.53
0.39,0.99714,3.46,60.0,0.78,0.065,9.9,34.0,7.2,1.8,0.32
0.78,0.997,3.37,15.0,0.56,0.059,11.3,5.0,8.1,2.6,0.23
0.835,0.9975,3.3,14.0,0.52,0.081,9.3,6.0,7.7,2.6,0.0
0.43,0.9974,3.31,58.0,0.64,0.08,10.3,29.0,7.8,2.8,0.32
0.27,0.99546,3.15,27.0,0.69,0.1,11.2,20.0,8.8,2.0,0.39
0.36,0.99556,3.4,69.0,0.53,0.086,10.1,24.0,7.0,2.4,0.21
0.78,0.9978,3.37,26.0,0.46,0.089,9.6,13.0,8.2,2.2,0.0
0.52,0.9973,3.32,20.0,0.81,0.074,9.6,5.0,7.2,1.4,0.07
0.57,0.9934,3.57,27.0,0.84,0.054,12.5,5.0,5.3,1.7,0.01
0.48,0.99693,3.22,15.0,0.55,0.07,10.3,4.0,7.6,2.8,0.31
0.54,0.9976,3.27,31.0,0.6,0.097,9.3,7.0,8.7,2.5,0.26
0.59,0.9975,3.43,54.0,0.59,0.076,10.0,17.0,7.8,2.3,0.18
0.43,0.99495,3.44,12.0,0.72,0.062,11.5,6.0,7.5,2.2,0.3
0.6,0.9997,3.03,25.0,0.57,0.063,9.9,6.0,12.7,2.3,0.65
0.8,0.99836,3.33,28.0,0.65,0.083,10.4,8.0,9.0,2.4,0.12
0.4,0.9958,3.34,12.0,0.56,0.066,9.2,5.0,6.4,1.6,0.23
0.32,0.9994,3.2,15.0,0.78,0.077,9.6,3.0,10.0,2.2,0.59
0.55,0.9959,3.05,72.0,0.63,0.106,9.2,12.0,7.4,2.2,0.22
0.49,0.9972,2.93,136.0,1.95,0.11,9.9,20.0,8.6,1.9,0.28
0.6,0.9972,3.47,34.0,0.7,0.074,9.9,16.0,7.1,1.8,0.0
0.45,0.9978,3.33,87.0,0.83,0.074,10.5,12.0,7.3,5.9,0.36
0.89,0.99786,2.99,60.0,1.18,0.132,10.2,7.0,10.8,2.6,0.3
0.36,1.0,3.17,21.0,0.62,0.09,9.2,6.0,11.4,2.1,0.69
0.39,0.99526,3.39,21.0,0.66,0.086,11.6,9.0,7.8,2.0,0.42
0.855,0.99472,3.3,38.0,0.56,0.064,10.75,29.0,6.7,1.9,0.02
0.5,0.99692,3.33,39.0,0.83,0.088,11.1,21.0,8.9,2.2,0.21
0.6,0.99616,3.29,91.0,0.56,0.083,9.8,17.0,7.4,2.1,0.26
0.72,0.9978,3.4,38.0,0.53,0.096,9.5,20.0,7.9,2.6,0.17
0.56,0.9976,3.22,22.0,0.44,0.082,9.6,10.0,8.4,2.0,0.04
0.52,0.99418,3.34,70.0,0.82,0.07,12.9,51.0,7.3,2.1,0.32
0.69,0.9997,3.46,58.0,0.72,0.124,10.2,21.0,6.8,5.6,0.0
0.4,0.998,3.44,52.0,0.64,0.079,9.2,19.0,8.8,2.2,0.4
0.72,0.99627,3.45,14.0,0.58,0.123,9.8,6.0,7.1,1.8,0.0
0.33,0.99528,3.32,48.0,0.88,0.074,12.4,29.0,8.2,2.5,0.39
0.6,0.9988,3.36,15.0,0.49,0.098,9.1,5.0,8.8,2.2,0.29
0.29,0.99714,3.31,59.0,0.67,0.096,10.1,21.0,7.9,2.2,0.49
0.44,0.99758,3.25,19.0,0.57,0.064,10.4,14.0,11.1,2.2,0.42
0.33,0.9958,3.33,11.0,0.53,0.077,10.3,5.0,7.3,2.1,0.47
0.49,0.99438,3.41,24.0,0.83,0.071,11.3,13.0,6.8,2.3,0.22
1.58,0.99476,3.5,9.0,0.4,0.137,10.9,5.0,7.6,2.1,0.0
0.41,0.997,3.44,72.0,0.52,0.083,9.4,35.0,7.2,2.1,0.3
0.57,0.99654,3.38,16.0,0.69,0.115,9.5,6.0,6.6,2.1,0.02
0.51,0.99574,3.42,40.0,0.75,0.076,11.0,29.0,6.3,2.3,0.13
0.735,0.9986,3.23,31.0,0.56,0.079,10.1,6.0,9.5,2.1,0.1
0.38,0.9961,3.33,35.0,0.47,0.08,9.5,7.0,7.3,2.0,0.21
0.57,0.99676,3.31,45.0,0.6,0.19,9.4,12.0,7.0,2.0,0.0
0.52,0.99774,3.22,13.0,0.76,0.08,11.4,6.0,10.4,2.0,0.45
0.54,0.99709,2.94,60.0,0.98,0.111,10.2,7.0,9.9,2.0,0.26
0.59,0.99488,3.42,14.0,0.55,0.091,11.5,9.0,7.1,2.1,0.0
0.57,0.99374,3.41,49.0,0.6,0.048,12.8,13.0,6.3,2.1,0.28
0.29,0.9968,3.41,30.0,0.53,0.062,9.5,9.0,7.4,1.7,0.38
0.34,0.9992,3.19,78.0,0.7,0.078,10.0,20.0,10.6,3.2,0.49
0.64,0.9961,3.3,23.0,0.58,0.1,9.6,8.0,7.4,1.8,0.07
0.25,0.99439,3.52,41.0,0.8,0.063,12.4,11.0,7.2,2.5,0.37
0.44,0.99555,3.51,14.0,0.69,0.077,11.0,6.0,6.2,2.5,0.39
0.725,0.9962,3.41,11.0,0.39,0.086,10.9,4.0,7.2,4.65,0.05
0.46,0.9948,3.39,34.0,0.6,0.077,10.6,18.0,6.7,1.7,0.24
0.58,0.9944,3.24,36.0,0.53,0.102,11.2,17.0,7.8,2.1,0.13
0.26,0.99451,2.98,74.0,0.63,0.083,11.8,42.0,10.0,1.9,0.54
0.33,0.99396,3.29,35.0,0.71,0.056,11.0,6.0,7.9,1.5,0.41
0.38,0.9956,3.3,15.0,0.64,0.098,11.4,6.0,8.0,1.9,0.44
0.885,0.99551,3.56,12.0,0.51,0.166,10.8,6.0,6.4,2.3,0.0
0.65,0.99803,3.29,40.0,0.55,0.089,9.5,17.0,8.3,2.9,0.1
0.38,0.9996,3.1,72.0,0.73,0.081,10.5,31.0,12.5,2.6,0.6
0.36,0.9946,3.57,42.0,0.57,0.095,11.7,19.0,6.2,2.2,0.24
0.63,0.99675,3.37,38.0,0.58,0.097,9.0,14.0,7.2,1.9,0.0
0.715,0.99688,3.24,81.0,0.54,0.075,9.5,13.0,8.0,2.3,0.22
0.49,0.9972,2.93,136.0,1.95,0.11,9.9,20.0,8.6,1.9,0.28
0.48,0.99728,3.3,54.0,0.65,0.062,10.0,31.0,7.3,2.1,0.32
0.7,0.9973,3.19,81.0,0.7,0.099,9.4,14.0,8.2,2.0,0.23
0.27,0.99488,3.26,29.0,0.56,0.095,11.3,20.0,8.8,2.1,0.46
0.33,0.99509,3.36,25.0,0.76,0.074,12.4,13.0,9.6,2.2,0.52
0.47,1.0021,3.3,47.0,0.68,0.085,12.7,6.0,13.0,4.3,0.49
0.4,0.9984,3.08,17.0,0.67,0.084,9.3,7.0,10.8,2.2,0.41
0.36,0.99558,3.4,65.0,0.54,0.086,10.1,20.0,7.0,2.3,0.21
0.83,0.99652,3.29,63.0,0.48,0.08,9.8,11.0,8.0,2.0,0.27
0.23,0.9952,3.5,67.0,0.63,0.063,11.1,21.0,7.0,1.6,0.4
0.32,0.99695,3.22,24.0,0.82,0.056,10.3,9.0,9.6,1.4,0.47
0.21,0.99552,3.23,10.0,0.58,0.067,11.1,6.0,9.1,1.6,0.37
0.6,0.9997,3.5,71.0,0.57,0.079,9.7,28.0,9.6,2.3,0.5
0.47,0.9982,3.17,66.0,0.76,0.171,10.8,27.0,10.8,2.1,0.43
0.885,0.99551,3.56,12.0,0.51,0.166,10.8,6.0,6.5,2.3,0.0
0.32,0.9969,3.28,65.0,0.79,0.074,10.7,27.0,9.3,2.0,0.57
0.62,0.99498,3.66,13.0,0.62,0.08,10.1,6.0,5.6,1.5,0.03
0.34,0.9916,3.68,63.0,0.79,0.05,14.0,27.0,5.2,1.8,0.0
0.59,1.00015,3.31,71.0,0.71,0.102,9.8,32.0,9.9,3.4,0.07
0.38,0.9955,3.42,19.0,0.57,0.072,9.4,6.0,6.1,1.8,0.15
1.01,0.99357,3.66,88.0,0.6,0.039,11.5,15.0,5.8,2.0,0.66
0.62,0.9986,3.17,148.0,0.93,0.17,9.2,51.0,8.9,3.9,0.19
0.52,0.9972,3.58,38.0,0.61,0.087,10.5,8.0,7.5,2.3,0.42
0.57,0.99458,3.16,9.0,0.54,0.069,9.8,4.0,7.7,1.5,0.21
0.41,0.9984,3.26,31.0,0.65,0.064,10.2,12.0,9.3,2.2,0.39
0.44,0.9935,3.38,64.0,0.57,0.049,11.7,24.0,7.3,1.6,0.2
0.58,0.99686,3.21,94.0,0.58,0.076,9.5,23.0,7.9,2.3,0.23
0.62,0.9951,3.08,50.0,0.6,0.062,9.3,7.0,7.0,1.5,0.18
0.58,0.99779,3.23,104.0,0.57,0.075,9.7,9.0,9.0,2.8,0.25
0.71,0.99635,3.38,31.0,0.58,0.092,10.0,22.0,7.5,1.6,0.0
0.61,0.99541,3.61,59.0,0.7,0.095,11.5,48.0,6.5,2.2,0.0
0.39,0.9994,3.1,35.0,0.61,0.095,10.8,17.0,11.9,2.8,0.69
0.52,0.9976,3.34,49.0,0.86,0.091,10.6,20.0,8.7,2.5,0.09
0.55,0.99512,3.52,51.0,0.76,0.062,11.2,39.0,5.9,2.2,0.1
0.36,0.99645,3.39,72.0,0.68,0.087,11.0,26.0,7.4,2.6,0.29
0.42,0.99617,3.33,59.0,0.77,0.072,12.0,32.0,8.7,2.4,0.45
0.74,0.99878,3.14,76.0,0.55,0.111,9.4,33.0,9.9,5.8,0.19
0.665,0.997,3.16,95.0,0.54,0.112,9.1,13.0,8.4,2.0,0.61
0.59,1.0,3.0,22.0,0.7,0.082,9.3,11.0,12.7,2.3,0.45
0.42,0.99522,3.39,47.0,0.78,0.075,10.0,22.0,6.0,2.0,0.19
0.41,0.9952,3.34,25.0,0.79,0.055,13.3,12.0,9.2,2.5,0.5
0.47,0.9979,3.08,29.0,0.46,0.074,9.5,7.0,8.6,2.4,0.47
0.615,0.9972,3.46,18.0,0.65,0.065,9.2,9.0,6.5,1.9,0.0
0.31,0.99444,3.31,43.0,0.77,0.078,12.5,17.0,8.3,2.4,0.39
0.24,0.9976,3.25,21.0,1.02,0.075,10.8,6.0,10.4,1.8,0.46
0.77,0.99865,3.3,74.0,0.64,0.082,10.4,30.0,9.6,2.9,0.12
0.54,0.9987,3.69,27.0,0.91,0.077,9.4,7.0,6.9,3.0,0.04
0.45,0.9986,3.17,22.0,0.66,0.066,11.2,6.0,11.1,3.2,0.73
0.62,0.9961,3.42,42.0,0.57,0.068,11.5,24.0,7.4,1.9,0.05
1.18,0.99532,3.34,41.0,0.47,0.083,10.5,14.0,8.0,1.9,0.21
0.74,0.99502,3.12,48.0,0.48,0.086,10.0,15.0,7.4,1.7,0.07
0.4,0.99462,3.21,16.0,0.69,0.071,12.5,7.0,9.1,1.8,0.5
0.27,0.998,3.28,16.0,0.7,0.091,9.7,6.0,9.3,2.0,0.41
0.27,1.0002,3.16,21.0,0.67,0.082,9.7,6.0,13.4,2.6,0.62
0.28,0.9988,3.25,19.0,0.63,0.105,9.5,5.0,10.4,2.7,0.54
0.5,0.9996,3.22,17.0,0.62,0.1,11.2,5.0,11.2,5.15,0.74
0.79,0.99588,3.53,17.0,0.65,0.061,10.4,11.0,6.4,2.2,0.04
0.68,0.9988,3.14,28.0,0.6,0.087,10.2,5.0,9.6,2.2,0.24
0.965,0.9963,3.26,22.0,0.5,0.112,9.5,11.0,7.7,2.1,0.1
0.34,0.9966,3.32,113.0,0.79,0.09,11.1,43.0,7.2,2.5,0.32
